firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,,FIRST 4 NUMBERS,,globe:,
name1896,lastname1896,September,18,1997,Communications Technology,0918 437 4382,,0918,,,
name1897,lastname1897,March,20,2000,Information Technology Entrepreneurship,0918 674 6011,,0918,,,
name1898,lastname1898,November,13,2001,Information Technology Entrepreneurship,0917 980 9361,,0917,,,
name1899,lastname1899,November,16,1997,Legal Management,0917 343 4749,,0917,,,
name1900,lastname1900,December,21,2000,Management Engineering,0918 782 7408,,0918,,,
name1901,lastname1901,December,19,2001,Information Technology Entrepreneurship,0927 687 3457,,0927,,,
name1902,lastname1902,June,24,1997,Management Engineering,0927 565 8788,,0927,,,
name1903,lastname1903,July,25,1998,Communications Technology,0917 773 3531,,0917,,,
name1904,lastname1904,February,18,1998,Communications Technology,0918 177 9665,,0918,,,
name1905,lastname1905,June,12,2001,Legal Management,0917 647 6297,,0917,,,
name1906,lastname1906,September,1,1997,Legal Management,0918 604 5243,,0918,,,
name1907,lastname1907,June,10,1997,Management,0927 665 4368,,0927,,,
name1908,lastname1908,October,6,1998,Management Engineering,0927 898 7426,,0927,,,
name1909,lastname1909,December,24,1997,Legal Management,0918 415 4885,,0918,,,
name1910,lastname1910,August,18,2000,Management Engineering,0927 216 9011,,0927,,,
name1911,lastname1911,August,21,2000,Information Technology Entrepreneurship,0918 172 3043,,0918,,,
name1912,lastname1912,October,6,1998,Management Engineering,0917 647 9327,,0917,,,
name1913,lastname1913,May,20,1999,Management Engineering,0927 586 8024,,0927,,,
name1914,lastname1914,February,20,2001,Information Technology Entrepreneurship,0917 681 6487,,0917,,,
name1915,lastname1915,April,21,2000,Management,0917 797 8859,,0917,,,
name1916,lastname1916,January,22,1998,Management Engineering,0918 600 7693,,0918,,,
name1917,lastname1917,April,19,1997,Information Technology Entrepreneurship,0927 623 6877,,0927,,,
name1918,lastname1918,February,9,2000,Management,0917 883 9174,,0917,,,
name1919,lastname1919,October,11,1999,Management,0918 989 8988,,0918,,,
name1920,lastname1920,October,5,1998,Management,0927 500 4106,,0927,,,
name1921,lastname1921,January,19,1999,Communications Technology,0918 458 7218,,0918,,,
name1922,lastname1922,August,8,2000,Management Engineering,0927 910 2396,,0927,,,
name1923,lastname1923,July,14,1999,Legal Management,0917 408 9751,,0917,,,
name1924,lastname1924,January,15,1998,Legal Management,0917 120 2048,,0917,,,
name1925,lastname1925,December,16,2000,Communications Technology,0927 995 4819,,0927,,,
name1926,lastname1926,January,19,2000,Communications Technology,0917 776 8672,,0917,,,
name1927,lastname1927,December,23,1997,Communications Technology,0927 711 8774,,0927,,,
name1928,lastname1928,September,23,2001,Management Engineering,0918 176 1631,,0918,,,
name1929,lastname1929,September,21,2001,Legal Management,0918 886 7599,,0918,,,
name1930,lastname1930,March,26,1997,Management,0927 525 4868,,0927,,,
name1931,lastname1931,March,6,1998,Legal Management,0927 841 2882,,0927,,,
name1932,lastname1932,May,1,1999,Management Engineering,0918 846 6659,,0918,,,
name1933,lastname1933,July,3,1997,Management Engineering,0918 792 6368,,0918,,,
name1934,lastname1934,March,16,1999,Legal Management,0918 967 8450,,0918,,,
name1935,lastname1935,May,14,1999,Management,0927 755 4178,,0927,,,
name1936,lastname1936,September,26,1997,Management Engineering,0917 380 8802,,0917,,,
name1937,lastname1937,July,8,1999,Management,0927 360 5747,,0927,,,
name1938,lastname1938,November,7,2000,Management Engineering,0918 206 1778,,0918,,,
name1939,lastname1939,September,27,1998,Management Engineering,0927 130 2847,,0927,,,
name1940,lastname1940,October,6,1999,Communications Technology,0917 473 8945,,0917,,,
name1941,lastname1941,August,8,1998,Information Technology Entrepreneurship,0918 486 3597,,0918,,,
name1942,lastname1942,November,20,1997,Legal Management,0927 413 7382,,0927,,,
name1943,lastname1943,September,26,1998,Management Engineering,0918 855 7910,,0918,,,
name1944,lastname1944,January,24,1999,Management,0927 616 9138,,0927,,,
name1945,lastname1945,September,20,1998,Management,0918 467 4634,,0918,,,
name1946,lastname1946,December,21,1999,Management,0927 357 7894,,0927,,,
name1947,lastname1947,January,18,1999,Legal Management,0927 276 9126,,0927,,,
name1948,lastname1948,January,16,1997,Management Engineering,0927 797 9938,,0927,,,
name1949,lastname1949,October,6,1999,Legal Management,0917 929 6626,,0917,,,
name1950,lastname1950,May,20,1999,Management Engineering,0918 501 2731,,0918,,,
name1951,lastname1951,December,10,1998,Legal Management,0927 217 8950,,0927,,,
name1952,lastname1952,February,15,2000,Legal Management,0917 251 2670,,0917,,,
name1953,lastname1953,January,11,1997,Information Technology Entrepreneurship,0917 295 3430,,0917,,,
name1954,lastname1954,April,1,1998,Management,0918 128 1504,,0918,,,
name1955,lastname1955,June,14,1997,Information Technology Entrepreneurship,0917 988 1124,,0917,,,
name1956,lastname1956,December,3,2001,Management,0918 290 9663,,0918,,,
name1957,lastname1957,August,11,1999,Management Engineering,0927 328 8199,,0927,,,
name1958,lastname1958,December,1,2001,Management Engineering,0918 828 2295,,0918,,,
name1959,lastname1959,September,26,1998,Management,0918 505 9307,,0918,,,
name1960,lastname1960,May,14,2000,Management Engineering,0927 475 9587,,0927,,,
name1961,lastname1961,June,25,1997,Management Engineering,0927 174 2703,,0927,,,
name1962,lastname1962,March,15,1997,Management,0917 616 5146,,0917,,,
name1963,lastname1963,December,18,1998,Management Engineering,0917 329 4801,,0917,,,
name1964,lastname1964,November,21,1999,Management Engineering,0917 325 9556,,0917,,,
name1965,lastname1965,December,12,1997,Management,0927 100 2511,,0927,,,
name1966,lastname1966,February,4,1999,Communications Technology,0917 215 6408,,0917,,,
name1967,lastname1967,January,9,1997,Legal Management,0917 436 1207,,0917,,,
name1968,lastname1968,March,22,1997,Information Technology Entrepreneurship,0917 465 7876,,0917,,,
name1969,lastname1969,October,2,1998,Management Engineering,0918 964 1775,,0918,,,
name1970,lastname1970,December,17,1997,Legal Management,0917 168 9870,,0917,,,
name1971,lastname1971,November,5,2000,Management,0918 829 7683,,0918,,,
name1972,lastname1972,February,9,1997,Management Engineering,0927 603 5096,,0927,,,
name1973,lastname1973,January,27,2000,Management,0927 731 3323,,0927,,,
name1974,lastname1974,September,28,1999,Legal Management,0927 496 5071,,0927,,,
name1975,lastname1975,January,28,1998,Management Engineering,0917 380 1407,,0917,,,
name1976,lastname1976,January,28,1997,Management,0917 462 5215,,0917,,,
name1977,lastname1977,September,12,1997,Legal Management,0918 327 3825,,0918,,,
name1978,lastname1978,January,24,1999,Information Technology Entrepreneurship,0918 260 1423,,0918,,,
name1979,lastname1979,September,27,1998,Information Technology Entrepreneurship,0927 222 8176,,0927,,,
name1980,lastname1980,October,17,1997,Management,0917 431 9325,,0917,,,
name1981,lastname1981,January,26,1997,Information Technology Entrepreneurship,0917 675 3677,,0917,,,
name1982,lastname1982,September,22,1997,Management,0927 749 8562,,0927,,,
name1983,lastname1983,April,2,1997,Information Technology Entrepreneurship,0917 466 8755,,0917,,,
name1984,lastname1984,September,22,1998,Communications Technology,0927 277 4242,,0927,,,
name1985,lastname1985,December,19,1998,Management,0917 257 9388,,0917,,,
name1986,lastname1986,October,5,1997,Management,0917 140 6709,,0917,,,
name1987,lastname1987,July,2,1998,Legal Management,0927 946 8272,,0927,,,
name1988,lastname1988,October,26,2001,Management,0917 904 6049,,0917,,,
name1989,lastname1989,January,10,1998,Information Technology Entrepreneurship,0918 764 3612,,0918,,,
name1990,lastname1990,September,9,1999,Management,0918 723 2886,,0918,,,
name1991,lastname1991,October,22,1997,Communications Technology,0918 303 3829,,0918,,,
name1992,lastname1992,February,26,2001,Information Technology Entrepreneurship,0927 169 7384,,0927,,,
name1993,lastname1993,June,8,2000,Management Engineering,0917 812 5088,,0917,,,
name1994,lastname1994,March,6,1998,Management Engineering,0927 242 4120,,0927,,,
name1995,lastname1995,March,13,2000,Communications Technology,0917 305 9747,,0917,,,
name1996,lastname1996,November,8,2000,Management Engineering,0927 503 8538,,0927,,,
name1997,lastname1997,July,1,2000,Communications Technology,0918 271 5534,,0918,,,
name1998,lastname1998,May,21,1997,Communications Technology,0927 412 9263,,0927,,,
name1999,lastname1999,December,28,1998,Information Technology Entrepreneurship,0918 891 7548,,0918,,,
name2000,lastname2000,April,9,1998,Communications Technology,0918 476 3872,,0918,,,
name2001,lastname2001,August,3,1999,Management Engineering,0927 298 5300,,0927,,,
name2002,lastname2002,December,11,1998,Communications Technology,0927 223 5706,,0927,,,
name2003,lastname2003,January,24,1998,Management,0918 494 4620,,0918,,,
name2004,lastname2004,June,2,1999,Management Engineering,0917 935 7445,,0917,,,
name2005,lastname2005,December,18,2000,Information Technology Entrepreneurship,0927 488 3954,,0927,,,
name2006,lastname2006,August,21,2001,Information Technology Entrepreneurship,0917 437 8924,,0917,,,
name2007,lastname2007,July,28,2001,Legal Management,0917 716 7562,,0917,,,
name2008,lastname2008,January,7,1999,Management,0917 680 8395,,0917,,,
name2009,lastname2009,July,6,1997,Management Engineering,0927 361 3637,,0927,,,
name2010,lastname2010,February,22,1998,Management Engineering,0918 707 8523,,0918,,,
name2011,lastname2011,January,1,1998,Information Technology Entrepreneurship,0918 623 2531,,0918,,,
name2012,lastname2012,September,14,2000,Management,0917 220 5027,,0917,,,
name2013,lastname2013,June,24,1998,Management,0918 812 9408,,0918,,,
name2014,lastname2014,April,25,1998,Legal Management,0927 210 6387,,0927,,,
name2015,lastname2015,February,16,1998,Management,0918 449 4691,,0918,,,
name2016,lastname2016,December,13,1997,Legal Management,0917 140 4123,,0917,,,
name2017,lastname2017,November,22,2001,Legal Management,0918 790 6360,,0918,,,
name2018,lastname2018,December,1,1997,Information Technology Entrepreneurship,0917 751 4414,,0917,,,
name2019,lastname2019,April,22,1997,Information Technology Entrepreneurship,0918 515 2440,,0918,,,
name2020,lastname2020,November,8,1999,Management,0917 700 7658,,0917,,,
name2021,lastname2021,April,24,1999,Management Engineering,0917 688 5465,,0917,,,
name2022,lastname2022,October,19,1999,Management Engineering,0918 182 7212,,0918,,,
name2023,lastname2023,March,23,2001,Information Technology Entrepreneurship,0917 712 5504,,0917,,,
name2024,lastname2024,December,7,1998,Management Engineering,0927 465 4236,,0927,,,
name2025,lastname2025,June,22,1997,Communications Technology,0927 379 1273,,0927,,,
name2026,lastname2026,July,21,1998,Management Engineering,0917 574 8273,,0917,,,
name2027,lastname2027,July,22,2000,Legal Management,0927 797 3776,,0927,,,
name2028,lastname2028,May,25,1997,Communications Technology,0927 603 1821,,0927,,,
name2029,lastname2029,April,24,1999,Legal Management,0927 913 1885,,0927,,,
name2030,lastname2030,August,27,1999,Communications Technology,0917 772 4979,,0917,,,
name2031,lastname2031,June,6,1999,Management Engineering,0918 198 5169,,0918,,,
name2032,lastname2032,May,26,2001,Communications Technology,0918 678 8292,,0918,,,
name2033,lastname2033,May,15,1997,Information Technology Entrepreneurship,0918 192 1964,,0918,,,
name2034,lastname2034,December,23,1999,Information Technology Entrepreneurship,0927 354 3947,,0927,,,
name2035,lastname2035,February,27,2001,Management Engineering,0917 416 9675,,0917,,,
name2036,lastname2036,May,5,2000,Legal Management,0917 458 9382,,0917,,,
name2037,lastname2037,November,14,1999,Information Technology Entrepreneurship,0927 961 1511,,0927,,,
name2038,lastname2038,February,20,2000,Information Technology Entrepreneurship,0918 181 1959,,0918,,,
name2039,lastname2039,June,7,1997,Communications Technology,0917 711 9082,,0917,,,
name2040,lastname2040,February,25,1999,Management,0917 892 9403,,0917,,,
name2041,lastname2041,March,2,2000,Communications Technology,0917 763 5585,,0917,,,
name2042,lastname2042,September,14,1997,Management,0917 640 5440,,0917,,,
name2043,lastname2043,December,2,1997,Communications Technology,0917 428 7971,,0917,,,
name2044,lastname2044,February,17,1998,Management,0927 953 9269,,0927,,,
name2045,lastname2045,December,1,1999,Communications Technology,0918 115 5499,,0918,,,
name2046,lastname2046,December,19,1999,Communications Technology,0927 512 1467,,0927,,,
name2047,lastname2047,May,6,1999,Management,0918 845 3533,,0918,,,
name2048,lastname2048,June,2,1998,Communications Technology,0927 607 6884,,0927,,,
name2049,lastname2049,February,23,1999,Management Engineering,0918 361 4540,,0918,,,
name2050,lastname2050,January,12,1997,Information Technology Entrepreneurship,0918 460 2193,,0918,,,
name2051,lastname2051,June,9,1998,Management Engineering,0918 383 1170,,0918,,,
name2052,lastname2052,June,3,1998,Management,0927 453 4639,,0927,,,
name2053,lastname2053,May,18,2000,Information Technology Entrepreneurship,0927 462 3334,,0927,,,
name2054,lastname2054,March,2,2001,Management Engineering,0917 520 3203,,0917,,,
name2055,lastname2055,March,5,1998,Communications Technology,0927 916 6099,,0927,,,
name2056,lastname2056,August,12,2001,Information Technology Entrepreneurship,0927 636 1722,,0927,,,
name2057,lastname2057,August,2,1999,Legal Management,0917 390 9767,,0917,,,
name2058,lastname2058,July,9,1997,Management Engineering,0917 131 2366,,0917,,,
name2059,lastname2059,April,17,1998,Legal Management,0927 414 2581,,0927,,,
name2060,lastname2060,July,13,1998,Management Engineering,0927 455 9300,,0927,,,
name2061,lastname2061,August,15,1997,Legal Management,0917 917 4866,,0917,,,
name2062,lastname2062,July,19,2001,Legal Management,0927 659 4480,,0927,,,
name2063,lastname2063,July,2,1999,Management,0918 469 3848,,0918,,,
name2064,lastname2064,May,19,2000,Information Technology Entrepreneurship,0927 854 3866,,0927,,,
name2065,lastname2065,April,26,1999,Communications Technology,0917 464 7561,,0917,,,
name2066,lastname2066,September,6,1998,Information Technology Entrepreneurship,0918 747 3259,,0918,,,
name2067,lastname2067,December,6,2001,Management,0917 313 7671,,0917,,,
name2068,lastname2068,November,23,2000,Legal Management,0918 970 2344,,0918,,,
name2069,lastname2069,May,5,2001,Communications Technology,0917 128 3353,,0917,,,
name2070,lastname2070,June,16,1998,Communications Technology,0918 782 5017,,0918,,,
name2071,lastname2071,July,11,1998,Legal Management,0918 933 3630,,0918,,,
name2072,lastname2072,September,26,1997,Legal Management,0917 779 1807,,0917,,,
name2073,lastname2073,September,5,1999,Information Technology Entrepreneurship,0927 541 1226,,0927,,,
name2074,lastname2074,December,8,2001,Communications Technology,0917 642 9835,,0917,,,
name2075,lastname2075,July,19,2001,Communications Technology,0918 171 1816,,0918,,,
name2076,lastname2076,August,27,1997,Information Technology Entrepreneurship,0927 953 5376,,0927,,,
name2077,lastname2077,June,1,2001,Management Engineering,0918 767 1665,,0918,,,
name2078,lastname2078,March,24,1999,Information Technology Entrepreneurship,0917 464 1136,,0917,,,
